Title,Content
Magnolia Shoals,"Up here among the gull cries
we stroll through a maze of pale
red-mottled relics, shells, claws
as if it were summer still.
That season has turned its back.
Through the green sea gardens stall,
bow, and recover their look
of the imperishable
gardens in an antique book
or tapestries on a wall,
leaves behind us warp and lapse.
The late month withers, as well.
Below us a white gull keeps
the weed-slicked shelf for his own,
hustles other gulls off. Crabs
rove over his field of stone;
mussels cluster blue as grapes :
his beak brings the harvest in.
The watercolorist grips
his brush in the stringent air.
The horizon's bare of ships,
the beach and the rocks are bare.
He paints a blizzard of gulls,
wings drumming in the winter."
Notes To A Neophyte,"Take the general mumble,
blunt as the faceless gut
of an anonymous clam,
vernacular as the strut
of a slug or a small preamble
by snail under hump of home:
metamorphose the mollusk
of vague vocabulary
with the structural discipline:
stiffen the ordinary
malleable mask
to the granite grin of bone.
For such a tempering task,
heat furnace of paradox
in an artifice of ice;
make love and logic mix,
and remember, if tedious risk
seems to jeopardize this:
it was a solar turbine
gace molten earth a frame
and it took the diamond stone
a weight of world and time
being crystallized from carbon
to the hardest substance known."
Pheasant,"You said you would kill it this morning.
Do not kill it. It startles me still,
The jut of that odd, dark head, pacing
Through the uncut grass on the elm's hill.
It is something to own a pheasant,
Or just to be visited at all.
I am not mystical: it isn't
As if I thought it had a spirit.
It is simply in its element.
That gives it a kingliness, a right.
The print of its big foot last winter,
The trail-track, on the snow in our court
The wonder of it, in that pallor,
Through crosshatch of sparrow and starling.
Is it its rareness, then? It is rare.
But a dozen would be worth having,
A hundred, on that hill-green and red,
Crossing and recrossing: a fine thing!
It is such a good shape, so vivid.
It's a little cornucopia.
It unclaps, brown as a leaf, and loud,
Settles in the elm, and is easy.
It was sunning in the narcissi.
I trespass stupidly. Let be, let be."
Sonnet : To Eva,"All right, let's say you could take a skull and break it
The way you'd crack a clock; you'd crush the bone
Between steel palms of inclination, take it,
Observing the wreck of metal and rare stone.
This was a woman : her loves and stratagems
Betrayed in mute geometry of broken
Cogs and disks, inane mechanic whims,
And idle coils of jargon yet unspoken.
Not man nor demigod could put together
The scraps of rusted reverie, the wheels
Of notched tin platitudes concerning weather,
Perfume, politics, and fixed ideals.
The idiot bird leaps up and drunken leans
To chirp the hour in lunatic thirteens."
Medallion,"By the gate with star and moon
Worked into the peeled orange wood
The bronze snake lay in the sun
Inert as a shoelace; dead
But pliable still, his jaw
Unhinged and his grin crooked,
Tongue a rose-colored arrow.
Over my hand I hung him.
His little vermilion eye
Ignited with a glassed flame
As I turned him in the light;
When I split a rock one time
The garnet bits burned like that.
Bust dulled his back to ocher
The way sun ruins a trout.
Yet his belly kept its fire
Going under the chainmail,
The old jewels smoldering there
In each opaque belly-scale:
Sunset looked at through milk glass.
And I saw white maggots coil
Thin as pins in the dark bruise
Where innards bulged as if
He were digesting a mouse.
Knifelike, he was chaste enough,
Pure death's-metal. The yard-man's
Flung brick perfected his laugh."
Miss Drake Proceeds To Supper,"No novice
In those elaborate rituals
Which allay the malice
Of knotted table and crooked chair,
The new woman in the ward
Wears purple, steps carefully
Among her secret combinations of eggshells
And breakable hummingbirds,
Footing sallow as a mouse
Between the cabbage-roses
Which are slowly opening their furred petals
To devour and drag her down
Into the carpet's design.
With bid-quick eyed cocked askew
She can see in the nick of time
How perilous needles grain the floorboards
And outwit their brambled plan;
Now through her ambushed air,
Adazzle with bright shards
Of broken glass,
She edges with wary breath,
Fending off jag and tooth,
Until, turning sideways,
She lifts one webbed foot after the other
Into the still, sultry weather
Of the patients' dining room."
Brasilia,"Will they occur,
These people with torso of steel
Winged elbows and eyeholes
Awaiting masses
Of cloud to give them expression,
These super-people! -
And my baby a nail
Driven, driven in.
He shrieks in his grease
Bones nosing for distance.
And I, nearly extinct,
His three teeth cutting
Themselves on my thumb -
And the star,
The old story.
In the lane I meet sheep and wagons,
Red earth, motherly blood.
O You who eat
People like light rays, leave
This one
Mirror safe, unredeemed
By the dove's annihilation,
The glory
The power, the glory."
Song For A Summer's Day,"Through fen and farmland walking
With my own country love
I saw slow flocked cows move
White hulks on their day's cruising;
Sweet grass sprang for their grazing.
The air was bright for looking:
Most far in blue, aloft,
Clouds steered a burnished drift;
Larks' nip and tuck arising
Came in for my love's praising.
Sheen of the noonsun striking
Took my heart as if
It were a green-tipped leaf
Kindled by my love's pleasing
Into an ardent blazing.
And so, together, talking,
Through Sunday's honey-air
We walked (and still walk there—-
Out of the sun's bruising)
Till the night mists came rising."
Widow,"Widow. The word consumes itself —-
Body, a sheet of newsprint on the fire
Levitating a numb minute in the updraft
Over the scalding, red topography
That will put her heart out like an only eye.
Widow. The dead syllable, with its shadow
Of an echo, exposes the panel in the wall
Behind which the secret passages lies—stale air,
Fusty remembrances, the coiled-spring stair
That opens at the top onto nothing at all….
Widow. The bitter spider sits
And sits in the center of her loveless spokes.
Death is the dress she wears, her hat and collar.
The moth-face of her husband, moonwhite and ill,
Circles her like a prey she'd love to kill
A second time, to have him near again —-
A paper image to lay against her heart
The way she laid his letters, till they grew warm
And seemed to give her warmth, like a live skin.
But it is she who is paper now, warmed by no one.
Widow: that great, vacant estate!
The voice of God is full of draftiness,
Promising simply the hard stars, the space
Of immortal blankness between stars
And no bodies, singing like arrows up to heaven.
Widow, the compassionate trees bend in,
The trees of loneliness, the trees of mourning.
They stand like shadows about the green landscape —-
Or even like black holes cut out of it.
A widow resembles them, a shadow-thing,
Hand folding hand, and nothing in between.
A bodiless soul could pass another soul
In this clear air and never notice it —-
One soul pass through the other, frail as smoke
And utterly ignorant of the way it took.
That is the fear she has—the fear
His soul may beat and be beating at her dull sense
Like Blue Mary's angel, dovelike against a pane
Blinded to all but the grey, spiritless room
It looks in on, and must go on looking in on."
Little Fugue,"The yew's black fingers wag:
Cold clouds go over.
So the deaf and dumb
Signal the blind, and are ignored.
I like black statements.
The featurelessness of that cloud, now!
White as an eye all over!
The eye of the blind pianist
At my table on the ship.
He felt for his food.
His fingers had the noses of weasels.
I couldn't stop looking.
He could hear Beethoven:
Black yew, white cloud,
The horrific complications.
Finger-traps—a tumult of keys.
Empty and silly as plates,
So the blind smile.
I envy big noises,
The yew hedge of the Grosse Fuge.
Deafness is something else.
Such a dark funnel, my father!
I see your voice
Black and leafy, as in my childhood.
A yew hedge of orders,
Gothic and barbarous, pure German.
Dead men cry from it.
I am guilty of nothing.
The yew my Christ, then.
Is it not as tortured?
And you, during the Great War
In the California delicatessen
Lopping off the sausages!
They colour my sleep,
Red, mottled, like cut necks.
There was a silence!
Great silence of another order.
I was seven, I knew nothing.
The world occurred.
You had one leg, and a Prussian mind.
Now similar clouds
Are spreading their vacuous sheets.
Do you say nothing?
I am lame in the memory.
I remember a blue eye,
A briefcase of tangerines.
This was a man, then!
Death opened, like a black tree, blackly.
I survive the while,
Arranging my morning.
These are my fingers, this my baby.
The clouds are a marriage of dress, of that pallor."
The Babysitters,"It is ten years, now, since we rowed to Children's Island.
The sun flamed straight down that noon on the water off Marblehead.
That summer we wore black glasses to hide our eyes.
We were always crying, in our spare rooms, little put-upon sisters,
In the two, huge, white, handsome houses in Swampscott.
When the sweetheart from England appeared, with her cream skin and Yardley cosmetics,
I had to sleep in the same room with the baby on a too-short cot,
And the seven-year-old wouldn't go out unless his jersey stripes
Matched the stripes of his socks.
Or it was richness! —- eleven rooms and a yacht
With a polished mahogany stair to let into the water
And a cabin boy who could decorate cakes in six-colored frosting.
But I didn't know how to cook, and babies depressed me.
Nights, I wrote in my diary spitefully, my fingers red
With triangular scorch marks from ironing tiny ruchings and puffed sleeves.
When the sporty wife and her doctor husband went on one of their cruises
They left me a borrowed maid named Ellen, 'for protection,'
And a small Dalmation.
In your house, the main house, you were better off.
You had a rose garden and a guest cottage and a model apothecary shop
And a cook and a maid, and knew about the key to the bourbon.
I remember you playing 'Ja-Da' in a pink piqué dress
On the game-room piano, when the 'big people' were out,
And the maid smoked and shot pool under a green shaded lamp.
The cook had one walleye and couldn't sleep, she was so nervous.
On trial, from Ireland, she burned batch after batch of cookies
Till she was fired.
O what has come over us, my sister!
On that day-off the two of us cried so hard to get
We lifted a sugared ham and a pineapple from the grownups' icebox
And rented an old green boat. I rowed. You read
Aloud, cross-legged on the stern seat, from the Generation of Vipers.
So we bobbed out to the island. It was deserted —-
A gallery of creaking porches and still interiors,
Stopped and awful as a photograph of somebody laughing
But ten years dead.
The bold gulls dove as if they owned it all.
We picked up sticks of driftwood and beat them off,
Then stepped down the steep beach shelf and into the water.
We kicked and talked. The thick salt kept us up.
I see us floating there yet, inseparable—two cork dolls.
What keyhole have we slipped through, what door has shut?
The shadows of the grasses inched round like hands of a clock,
And from our opposite continents we wave and call.
Everything has happened."
Point Shirley,"From Water-Tower Hill to the brick prison
The shingle booms, bickering under
The sea's collapse.
Snowcakes break and welter. This year
The gritted wave leaps
The seawall and drops onto a bier
Of quahog chips,
Leaving a salty mash of ice to whiten
In my grandmother's sand yard. She is dead,
Whose laundry snapped and froze here, who
Kept house against
What the ****tish, rutted sea could do.
Squall waves once danced
Ship timbers in through the cellar window;
A thresh-tailed, lanced
Shark littered in the geranium bed —-
Such collusion of mulish elements
She wore her broom straws to the nub.
Twenty years out
Of her hand, the house still hugs in each drab
Stucco socket
The purple egg-stones: from Great Head's knob
To the filled-in Gut
The sea in its cold gizzard ground those rounds.
Nobody wintering now behind
The planked-up windows where she set
Her wheat loaves
And apple cakes to cool. What is it
Survives, grieves
So, battered, obstinate spit
Of gravel? The waves'
Spewed relics clicker masses in the wind,
Grey waves the stub-necked eiders ride.
A labor of love, and that labor lost.
Steadily the sea
Eats at Point Shirley. She died blessed,
And I come by
Bones, only bones, pawed and tossed,
A dog-faced sea.
The sun sinks under Boston, bloody red.
I would get from these dry-papped stones
The milk your love instilled in them.
The black ducks dive.
And though your graciousness might stream,
And I contrive,
Grandmother, stones are nothing of home
To that spumiest dove.
Against both bar and tower the black sea runs."
The Goring,"Arena dust rusted by four bulls' blood to a dull redness,
The afternoon at a bad end under the crowd's truculence,
The ritual death each time botched among dropped capes, ill-judged
stabs,
The strongest will seemed a will towards ceremony. Obese, dark-
Faced in his rich yellows, tassels, pompons, braid, the picador
Rode out against the fifth bull to brace his pike and slowly bear
Down deep into the bent bull-neck. Cumbrous routine, not artwork.
Instinct for art began with the bull's horn lofting in the mob's
Hush a lumped man-shape. The whole act formal, fluent as a dance.
Blood faultlessly broached redeemed the sullied air, the earth's grossness."
Black Pine Tree In An Orange Light,"Tell me what you see in it :
The pine tree like a Rorschach-blot
black against the orange light :
Plant an orange pumpkin patch
which at twelve will quaintly hatch
nine black mice with ebon coach,
or walk into the orange and make
a devil's cataract of black
obscure god's eye with corkscrew fleck;
put orange mistress half in sun,
half in shade, until her skin
tattoos black leaves on tangerine.
Read black magic or holy book
or lyric of love in the orange and black
till dark is conquered by orange cock,
but more pragmatic than all this,
say how crafty the painter was
to make orange and black ambiguous."
"Dark Wood, Dark Water","This wood burns a dark
Incense. Pale moss drips
In elbow-scarves, beards
From the archaic
Bones of the great trees.
Blue mists move over
A lake thick with fish.
Snails scroll the border
Of the glazed water
With coils of ram's-horn.
Out in the open
Down there the late year
Hammers her rare and
Various metals.
Old pewter roots twist
Up from the jet-backed
Mirror of water
And while the air's clear
Hourglass sifts a
Drift of goldpieces
Bright waterlights are
Sliding their quoits one
After the other
Down boles of the fir."
Hardcastle Crags,"Flintlike, her feet struck
Such a racket of echoes from the steely street,
Tacking in moon-blued crooks from the black
Stone-built town, that she heard the quick air ignite
Its tinder and shake
A firework of echoes from wall
To wall of the dark, dwarfed cottages.
But the echoes died at her back as the walls
Gave way to fields and the incessant seethe of grasses
Riding in the full
Of the moon, manes to the wind,
Tireless, tied, as a moon-bound sea
Moves on its root. Though a mist-wraith wound
Up from the fissured valley and hung shoulder-high
Ahead, it fattened
To no family-featured ghost,
Nor did any word body with a name
The blank mood she walked in. Once past
The dream-peopled village, her eyes entertained no dream,
And the sandman's dust
Lost luster under her footsoles.
The long wind, paring her person down
To a pinch of flame, blew its burdened whistle
In the whorl of her ear, and like a scooped-out pumpkin crown
Her head cupped the babel.
All the night gave her, in return
For the paltry gift of her bulk and the beat
Of her heart was the humped indifferent iron
Of its hills, and its pastures bordered by black stone set
On black stone. Barns
Guarded broods and litters
Behind shut doors; the dairy herds
Knelt in the meadow mute as boulders;
Sheep drowsed stoneward in their tussocks of wool, and birds,
Twig-sleep, wore
Granite ruffs, their shadows
The guise of leaves. The whole landscape
Loomed absolute as the antique world was
Once in its earliest sway of lymph and sap,
Unaltered by eyes,
Enough to snuff the quick
Of her small heat out, but before the weight
Of stones and hills of stones could break
Her down to mere quartz grit n that stony light
She turned back."
Firesong,"Born green we were
to this flawed garden,
but in speckled thickets, warted as a toad,
spitefully skulks our warden,
fixing his snare
which hauls down buck, cock, trout, till all most fair
is tricked to faulter in split blood.
Now our whole task's to hack
some angel-shape worth wearing
from his crabbed midden where all's wrought so awry
that no straight inquiring
could unlock
shrewd catch silting our each bright act back
to unmade mud cloaked by sour sky.
Sweet salts warped stem
of weeds we tackle towards way's rank ending;
scorched by red sun
we heft globed flint, racked in veins' barbed bindings;
brave love, dream
not of staunching such strict flame, but come,
lean to my wound; burn on, burn on."
Watercolor Of Grantchester Meadows,"There, spring lambs jam the sheepfold. In air
Stilled, silvered as water in a glass
Nothing is big or far.
The small shrew chitters from its wilderness
Of grassheads and is heard.
Each thumb-sized bird
Fits nimble-winged in thickets, and of good color.
Cloudrack and owl-hollowed willows slanting over
The bland Granta double their white and green
World under the sheer water
And ride that flux at anchor, upside down.
The punter sinks his pole.
In Byron's pool
Cattails part where the tame cygnets steer.
It is a country on a nursery plate.
Spotted cows revolve their jaws and crop
Red clover or gnaw beetroot
Bellied on a nimbus of sun-glazed buttercup.
Hedging meadows of benign
Arcadian green
The blood-berried hawthorn hides its spines with white.
Droll, vegetarian, the water rat
Saws down a reed and swims from his limber grove,
While the students stroll or sit,
Hands laced, in a moony indolence of love —-
Black-gowned, but unaware
How in such mild air
The owl shall stoop from his turret, the rat cry out."
Circus in Three Rings,"In the circus tent of a hurricane
designed by a drunken god
my extravagant heart blows up again
in a rampage of champagne-colored rain
and the fragments whir like a weather vane
while the angels all applaud.
Daring as death and debonair
I invade my lion's den;
a rose of jeopardy flames in my hair
yet I flourish my whip with a fatal flair
defending my perilous wounds with a chair
while the gnawings of love begin.
Mocking as Mephistopheles,
eclipsed by magician's disguise,
my demon of doom tilts on a trapeze,
winged rabbits revolving about his knees,
only to vanish with devilish ease
in a smoke that sears my eyes."
Stopped Dead,"A squeal of brakes.
Or is it a birth cry?
And here we are, hung out over the dead drop
Uncle, pants factory Fatso, millionaire.
And you out cold beside me in your chair.
The wheels, two rubber grubs, bite their sweet tails.
Is that Spain down there?
Red and yellow, two passionate hot metals
Writhing and sighing, what sort of a scenery is it?
It isn't England, it isn't France, it isn't Ireland.
It's violent. We're here on a visit,
With a goddam baby screaming off somewhere.
There's always a bloody baby in the air.
I'd call it a sunset, but
Whoever heard a sunset yowl like that?
You are sunk in your seven chins, still as a ham.
Who do you think I am,
Uncle, uncle?
Sad Hamlet, with a knife?
Where do you stash your life?
Is it a penny, a pearl—
Your soul, your soul?
I'll carry it off like a rich pretty girl,
Simply open the door and step out of the car
And live in Gibraltar on air, on air."
The Fearful,"This man makes a pseudonym
And crawls behind it like a worm.
This woman on the telephone
Says she is a man, not a woman.
The mask increases, eats the worm,
Stripes for mouth and eyes and nose,
The voice of the woman hollows—-
More and more like a dead one,
Worms in the glottal stops.
She hates
The thought of a baby—-
Stealer of cells, stealer of beauty—-
She would rather be dead than fat,
Dead and perfect, like Nefertit,
Hearing the fierce mask magnify
The silver limbo of each eye
Where the child can never swim,
Where there is only him and him."
For A Fatherless Son,"You will be aware of an absence, presently,
Growing beside you, like a tree,
A death tree, color gone, an Australian gum tree —-
Balding, gelded by lightning—an illusion,
And a sky like a pig's backside, an utter lack of attention.
But right now you are dumb.
And I love your stupidity,
The blind mirror of it. I look in
And find no face but my own, and you think that's funny.
It is good for me
To have you grab my nose, a ladder rung.
One day you may touch what's wrong —-
The small skulls, the smashed blue hills, the godawful hush.
Till then your smiles are found money."
The Everlasting Monday,"Thou shalt have an everlasting
Monday and stand in the moon.
The moon's man stands in his shell,
Bent under a bundle
Of sticks. The light falls chalk and cold
Upon our bedspread.
His teeth are chattering among the leprous
Peaks and craters of those extinct volcanoes.
He also against black frost
Would pick sticks, would not rest
Until his own lit room outshone
Sunday's ghost of sun;
Now works his hell of Mondays in the moon's ball,
Fireless, seven chill seas chained to his ankle."
"Green Rock, Winthrop Bay","No lame excuses can gloss over
Barge-tar clotted at the tide-line, the wrecked pier.
I should have known better.
Fifteen years between me and the bay
Profited memory, but did away with the old scenery
And patched this shoddy
Makeshift of a view to quit
My promise of an idyll. The blue's worn out:
It's a ****rd estate,
Inimical now. The great green rock
We gave good use as ship and house is black
With tarry muck
And periwinkles, shrunk to common
Size. The cries of scavenging gulls sound thin
In the traffic of planes
From Logan Airport opposite.
Gulls circle gray under shadow of a steelier flight.
Loss cancels profit.
Unless you do this tawdry harbor
A service and ignore it, I go a liar
Gilding what's eyesore,
Or must take loophole and blame time
For the rock's dwarfed lump, for the drabbled scum,
For a churlish welcome."
Frog Autumn,"Summer grows old, cold-blooded mother.
The insects are scant, skinny.
In these palustral homes we only
Croak and wither.
Mornings dissipate in somnolence.
The sun brightens tardily
Among the pithless reeds. Flies fail us.
he fen sickens.
Frost drops even the spider. Clearly
The genius of plenitude
Houses himself elsewhwere. Our folk thin
Lamentably."
Dark House,"This is a dark house, very big.
I made it myself,
Cell by cell from a quiet corner,
Chewing at the grey paper,
Oozing the glue drops,
Whistling, wiggling my ears,
Thinking of something else.
It has so many cellars,
Such eelish delvings!
U an round as an owl,
I see by my own light.
Any day I may litter puppies
Or mother a horse. My belly moves.
I must make more maps.
These marrowy tunnels!
Moley-handed, I eat my way.
All-mouth licks up the bushes
And the pots of meat.
He lives in an old well,
A stoney hole. He's to blame.
He's a fat sort.
Pebble smells, turnipy chambers.
Small nostrils are breathing.
Little humble loves!
Footlings, boneless as noses,
It is warm and tolerable
In the bowel of the root.
Here's a cuddly mother."
The Hermit At Outermost House,"Sky and sea, horizon-hinged
Tablets of blank blue, couldn't,
Clapped shut, flatten this man out.
The great gods, Stone-Head, Claw-Foot
Winded by much rock-bumping
And claw-threat, realized that.
For what, then, had they endured
Dourly the long hots and colds,
Those old despots, if he sat
Laugh-shaken on his doorsill,
Backbone unbendable as
Timbers of his upright hut?
Hard gods were there, nothing else.
Still he thumbed out something else.
Thumbed no stony, horny pot,
But a certain meaning green.
He withstood them, that hermit.
Rock-face, crab-claw verged on green.
Gulls mulled in the greenest light."
Child's Park Stones,"In sunless air, under pines
Green to the point of blackness, some
Founding father set these lobed, warped stones
To loom in the leaf-filtered gloom
Black as the charred knuckle-bones
Of a giant or extinct
Animal, come from another
Age, another planet surely. Flanked
By the orange and fuchsia bonfire
Of azaleas, sacrosanct
These stones guard a dark repose
And keep their shapes intact while sun
Alters shadows of rose and iris —-
Long, short, long —- in the lit garden
And kindles a day's-end blaze
Colored to dull the pigment
Of azaleas, yet burnt out
Quick as they. To follow the light's tint
And intensity by midnight
By noon and throughout the brunt
Of various weathers is
To know the still heart of the stones:
Stones that take the whole summer to lose
Their dream of the winter's cold; stones
Warming at core only as
Frost forms. No man's crowbar could
Uproot them: their beards are ever-
Green. Nor do they, once in a hundred
Years, go down to drink the river:
No thirst disturbs a stone's bed."
Who,"The month of flowering's finished. The fruit's in,
Eaten or rotten. I am all mouth.
October's the month for storage.
Thie shed's fusty as a mummy's stomach:
Old tools, handles and rusty tusks.
I am at home here among the dead heads.
Let me sit in a flowerpot,
The spiders won't notice.
My heart is a stopped geranium.
If only the wind would leave my lungs alone.
Dogsbody noses the petals. They bloom upside down.
They rattle like hydrangea bushes.
Mouldering heads console me,
Nailed to the rafters yesterday:
Inmates who don't hibernate.
Cabbageheads: wormy purple, silver-glaze,
A dressing of mule ears, mothy pelts, but green-hearted,
Their veins white as porkfat.
O the beauty of usage!
The orange pumpkins have no eyes.
These halls are full of women who think they are birds.
This is a dull school.
I am a root, a stone, an owl pellet,
Without dreams of any sort.
Mother, you are the one mouth
I would be a tongue to. Mother of otherness
Eat me. Wastebasket gaper, shadow of doorways.
I said: I must remember this, being small.
There were such enormous flowers,
Purple and red mouths, utterly lovely.
The hoops of blackberry stems made me cry.
Now they light me up like an electric bulb.
For weeks I can remember nothing at all."
The Tour,"O maiden aunt, you have come to call.
Do step into the hall!
With your bold
Gecko, the little flick!
All cogs, weird sparkle and every cog solid gold.
And I in slippers and housedress with no lipstick!
And you want to be shown about!
Yes, yes, this is my address.
Not a patch on your place, I guess, with the Javanese
Geese and the monkey trees.
It's a bit burnt-out,
A bit of a wild machine, a bit of a mess!
O I shouldn't put my finger in that
Auntie, it might bite!
That's my frost box, no cat,
Though it looks like a cat, with its fluffy stuff, pure white.
You should see the objects it makes!
Millions of needly glass cakes!
Fine for the migraine or the bellyache. And this
Is where I kept the furnace,
Each coal a hot cross-stitch—a lovely light!
It simply exploded one night,
It went up in smoke.
And that's why I have no hair, auntie, that's why I choke
Off and on, as if I just had to retch.
Coal gas is ghastly stuff.
Here's a spot I thought you'd love—
Morning Glory Pool!
The blue's a jewel.
It boils for forty hours at a stretch.
O I shouldn't dip my hankie in, it hurts!
Last summer, my God, last summer
It ate seven maids and a plumber
And returned them steamed and pressed and stiff as shirts.
I am bitter? I'm averse?
Here's your specs, dear, here's your purse.
Toddle on home to tea now in your flat hat.
It'll be lemon tea for me,
Lemon tea and earwig biscuits—creepy-creepy.
You'd not want that.
Toddle on home, before the weather's worse.
Toddle on home, and don't trip on the nurse!—
She may be bald, she may have no eyes,
But auntie, she's awfully nice.
She's pink, she's a born midwife—
She can bring the dead to life
With her wiggly fingers and for a very small fee.
Well I hope you've enjoyed it, auntie!
Toddle on home to tea!"
The Lady And The Earthenware Head,"Fired in sanguine clay, the model head
Fit nowhere: brickdust-complected, eye under a dense lid,
On the long bookshelf it stood
Stolidly propping thick volumes of prose: spite-set
Ape of her look. Best rid
Hearthstone at once of the outrageous head;
Still, she felt loath to junk it.
No place, it seemed, for the effigy to fare
Free from all molesting. Rough boys,
Spying a pate to spare
Glowering sullen and pompous from an ash-heap,
Might well seize this prize,
Maltreat the hostage head in shocking wise,
And waken the sly nerve up
That knits to each original its coarse copy. A dark tarn
She thought of then, thick-silted, with weeds obscured,
To serve her exacting turn:
But out of the watery aspic, laureled by fins,
The simulacrum leered,
Lewdly beckoning, and her courage wavered:
She blenched, as one who drowns,
And resolved more ceremoniously to lodge
The mimic head—in a crotched willow, green-
Vaulted by foliage:
Let bell-tongued birds descant in blackest feather
On the rendering, grain by grain,
Of that uncouth shape to simple sod again
Through drear and dulcet weather.
Yet, shrined on her shelf, the grisly visage endured,
Despite her wrung hands, her tears, her praying: Vanish!
Steadfast and evil-starred,
It ogled through rock-fault, wind-flaw and fisted wave—
An antique hag-head, too tough for knife to finish,
Refusing to diminish
By one jot its basilisk-look of love."
Crystal Gazer,"Gerd sits spindle-shaped in her dark tent,
Lean face gone tawn with seasons ,
Skin worn down to the knucklebones
At her tough trade; without time's taint
The burnished ball hangs fire in her hands, a lens
Fusing time's three horizons.
Two enter to tap her sight, a green pair
Fresh leaved out in vows: 'Come tell
How we shall do together,
Well or ill.' Gerd slants a look at each: most dear,
Each to the other; fit fiber for stern weather.
Slowly she spins the ball:
'I see two stalwart apple trees
Coupled by branches intertwined
And, springing all about,
Staunch saplings; to this house, thriving days
Will bring crop's increase, and harvest fruit
Follow on kind wind.'
'No hardship then?' he asks. 'We'll take
Whatever trial's to come, so say true.'
His bride echoes his word. At that,
Gerd whirls the ball ablaze: 'Rough storm,' she grunts, ' may wreak
Some havoc on tender limb, and yet
Strengthen that orchard thereby.'
Their small price paid, these wedded ones
Walk forth into sun-moneyed air, quickened
To savor their span of flourishing.
Aloof, squatting mummy-wise, Gerd scans
That clairvoyant quartz which once, at her own wishing,
Exacted her first simple sight for this strict second.
Then, a free-gadding hoyden, Gerd had craved
To govern more sight than given to a woman
By wits alone: to foresee her lover's faith
And their future lot, she braved
Church curse to ken that crooked oath
Whereby one hires a demon.
A flash like doomcrack rent night's black:
God's work stood anchored in that glare
Focusing all time's day-suns in one
So beggar Gerd might aim her look
At gorgon-prospects with power to strike to stone
Hearts of those who pierced time's core.
What Gerd saw then engraved her mind —-
Plague-pitted as the moon: each bud
Shriveling to cinders at its source,
Each love blazing blind to its gutted end —-
And, fixed in the crystal center, grinning fierce:
Earth's ever-green death's head."
Maudlin,"Mud-mattressed under the sign of the hag
In a clench of blood, the sleep-talking virgin
Gibbets with her curse the moon's man,
****-bearing Jack in his crackless egg :
Hatched with a claret hogshead to swig
He kings it, navel-knit to no groan,
But at the price of a pin-stitched skin
Fish-tailed girls purchase each white leg."
Departure,"The figs on the fig tree in the yard are green;
Green, also, the grapes on the green vine
Shading the brickred porch tiles.
The money's run out.
How nature, sensing this, compounds her bitters.
Ungifted, ungrieved, our leavetaking.
The sun shines on unripe corn.
Cats play in the stalks.
Retrospect shall not often such penury-
Sun's brass, the moon's steely patinas,
The leaden slag of the world-
But always expose
The scraggy rock spit shielding the town's blue bay
Against which the brunt of outer sea
Beats, is brutal endlessly.
Gull-fouled, a stone hut
Bares its low lintel to corroding weathers:
Across the jut of ochreous rock
Goats shamble, morose, rank-haired,
To lick the sea-salt."
Stars Over The Dordogne,"Stars are dropping thick as stones into the twiggy
Picket of trees whose silhouette is darker
Than the dark of the sky because it is quite starless.
The woods are a well. The stars drop silently.
They seem large, yet they drop, and no gap is visible.
Nor do they send up fires where they fall
Or any signal of distress or anxiousness.
They are eaten immediately by the pines.
Where I am at home, only the sparsest stars
Arrive at twilight, and then after some effort.
And they are wan, dulled by much travelling.
The smaller and more timid never arrive at all
But stay, sitting far out, in their own dust.
They are orphans. I cannot see them. They are lost.
But tonight they have discovered this river with no trouble,
They are scrubbed and self-assured as the great planets.
The Big Dipper is my only familiar.
I miss Orion and Cassiopeia's Chair. Maybe they are
Hanging shyly under the studded horizon
Like a child's too-simple mathematical problem.
Infinite number seems to be the issue up there.
Or else they are present, and their disguise so bright
I am overlooking them by looking too hard.
Perhaps it is the season that is not right.
And what if the sky here is no different,
And it is my eyes that have been sharpening themselves?
Such a luxury of stars would embarrass me.
The few I am used to are plain and durable;
I think they would not wish for this dressy backcloth
Or much company, or the mildness of the south.
They are too puritan and solitary for that—
When one of them falls it leaves a space,
A sense of absence in its old shining place.
And where I lie now, back to my own dark star,
I see those constellations in my head,
Unwarmed by the sweet air of this peach orchard.
There is too much ease here; these stars treat me too well.
On this hill, with its view of lit castles, each swung bell
Is accounting for its cow. I shut my eyes
And drink the small night chill like news of home."
Fable Of The Rhododendron Stealers,"I walked the unwalked garden of rose-beds
In the public park; at home felt the want
Of a single rose present to imagine
The garden's remainder in full paint.
The stone lion-head set in the wall
Let drop its spittle of sluggish green
Into the stone basin. I snipped
An orange bud, pocketed it. When
It had opened its orange in my vase,
Retrogressed to blowze, I next chose red;
Argued my conscience clear which robbed
The park of less red than withering did.
Musk satisfied my nose, red my eye,
The petals' nap my fingertips:
I considered the poetry I rescued
From blind air, from complete eclipse.
Yet today, a yellow bud in my hand,
I stalled at sudden noisy crashes
From the laurel thicket. No one approached.
A spasm took the rhododendron bushes:
Three girls, engrossed, were wrenching full clusters
Of cerise and pink from the rhododendron,
Mountaining them on spread newspaper.
They brassily picked, slowed by no chagrin,
And wouldn't pause for my straight look.
But gave me pause, my rose a charge,
Whether nicety stood confounded by love,
Or petty thievery by large."
