Title,Content
My Computer,"""what?"" they say, ""you got a
computer?""
it's like I have sold out to
the enemy.
I had no idea so many
people were prejudiced
against
computers.
even two editors have
written me letters about
the computer.
one disparaged the
computer in a mild and
superior way.
the other seemed
genuinely
pissed.
I am aware that a
computer can't create
a poem.
but neither can a
typewriter.
yet, still, once or
twice a week
I hear:
""what?
you have a
computer?
you?""
yes, I do
and I sit up here
almost every
night,
sometimes with
beer or
wine,
sometimes
without
and I work the
computer.
the damn thing
even corrects
my spelling.
and the poems
come flying
out,
better than
ever.
I have no
idea what causes
all this
computer
prejudice.
me?
I want to go
the next step
beyond the
computer.
I'm sure it's
there.
and when I get
it,
they'll say,
""hey, you hear,
Chinaski got a
space-biter!""
""what?""
""yes, it's true!""
""I can't believe
it!""
and I'll also have
some beer or
some wine
or maybe nothing
at all
and I'll be
85 years old
driving it home
to
you and me
and to the little girl
who lost her
sheep.
or her
computer."
Show Biz,"I can't have it
and you can't have it
and we won't
get it
so don't bet on it
or even think about
it
just get out of bed
each morning
wash
shave
clothe
yourself
and go out into
it
because
outside of that
all that's left is
suicide and
madness
so you just
can't
expect too much
you can't even
expect
so what you do
is
work from a modest
minimal
base
like when you
walk outside
be glad your car
might possibly
be there
and if it is-
that the tires
aren't
flat
then you get
in
and if it
starts--you
start.
and
it's the damndest
movie
you've ever
seen
because
you're
in it--
low budget
and
4 billion
critics
and the longest
run
you ever hope
for
is
one
day.
Submitted by Tom"
What A Writer,"what i liked about e.e. cummings
was that he cut away from
the holiness of the
word
and with charm
and gamble
gave us lines
that sliced through the
dung.
how it was needed!
how we were withering
away
in the old
tired
manner.
of course, then came all
the e.e. cummings
copyists.
they copied him then
as the others had
copied Keats, Shelly,
Swinburne, Byron, et
al.
but there was only
one
e.e. cummings.
of course.
one sun.
one moon."
"My Friend, The Parking Lot Attendant","—he's a dandy
—small moustache
—usually sucking on a cigar
he tends to lean into cars as he
transacts business
first time I met him, he said,
""hey! ya gonna make a
killin'?""
""maybe,"" I answered.
next meeting it was:
""hey, Ramrod! what's
happening?""
""very little,"" I told
him.
next time I had my girlfriend with me
and he just
grinned.
next time I was
alone.
""hey,"" he asked, ""where's the young
chick?""
""I left her at home....""
""Bullshit! I'll bet she dumped
you!""
and the next time
he really leaned into the car:
""what's a guy like you doing driving a
BMW! I'll bet you inherited your
money, you didn't get this car with your
brains!""
""how'd you guess?"" I
answered.
that was some weeks ago.
I haven't seen him lately.
feIlow like that, chances are he just moved on
to better
things."
Splash,"the illusion is that you are simply
reading this poem.
the reality is that this is
more than a
poem.
this is a beggar's knife.
this is a tulip.
this is a soldier marching
through Madrid.
this is you on your
death bed.
this is Li Po laughing
underground.
this is not a god-damned
poem.
this is a horse asleep.
a butterfly in
your brain.
this is the devil's
circus.
you are not reading this
on a page.
the page is reading
you.
feel it?
it's like a cobra. it's a hungry eagle circling the room.
this is not a poem. poems are dull,
they make you sleep.
these words force you
to a new
madness.
you have been blessed, you have been pushed into a
blinding area of
light.
the elephant dreams
with you
now.
the curve of space
bends and
laughs.
you can die now.
you can die now as
people were meant to
die:
great,
victorious,
hearing the music,
being the music,
roaring,
roaring,
roaring."
Question And Answer,"he sat naked and drunk in a room of summer
night, running the blade of the knife
under his fingernails, smiling, thinking
of all the letters he had received
telling him that
the way he lived and wrote about
that--
it had kept them going when
all seemed
truly
hopeless."
What Can We Do?,"at their best, there is gentleness in Humanity.
some understanding and, at times, acts of
courage
but all in all it is a mass, a glob that doesn't
have too much.
it is like a large animal deep in sleep and
almost nothing can awaken it.
when activated it's best at brutality,
selfishness, unjust judgments, murder."
Three Oranges,"first time my father overheard me listening to
this bit of music he asked me,
""what is it?""
""it's called Love For Three Oranges,""
I informed him.
""boy,"" he said, ""that's getting it
cheap.""
he meant sex.
listening to it
I always imagined three oranges
sitting there,
you know how orange they can
get,
so mightily orange.
maybe Prokofiev had meant
what my father
thought.
if so, I preferred it the
other way
the most horrible thing
I could think of
was part of me being
what ejaculated out of the
end of his
stupid penis.
I will never forgive him
for that,
his trick that I am stuck
with,
I find no nobility in
parenthood.
I say kill the Father
before he makes more
such as
I."
Poem For My 43rd Birthday,"To end up alone
in a tomb of a room
without cigarettes
or wine--
just a lightbulb
and a potbelly,
grayhaired,
and glad to have
the room."
Here I Am ...,"drunk again at 3 a.m. at the end of my 2nd bottle
of wine, I have typed from a dozen to 15 pages of
poesy
an old man
maddened for the flesh of young girls in this
dwindling twilight
liver gone
kidneys going
pancrea pooped
top-floor blood pressure"
Luck,"once
we were young
at this
machine...
drinking
smoking
typing
it was a most
splendid
miraculous
time
still
is
only now
instead of
moving toward
time
it
moves toward
us
makes each word
drill
into the
paper
clear
fast
hard
feeding a
closing
space."
No. 6,"I'll settle for the 6 horse
on a rainy afternoon
a paper cup of coffee
in my hand
a little way to go,
the wind twirling out
small wrens from
the upper grandstand roof,
the jocks coming out
for a middle race
silent
and the easy rain making
everything
at once
almost alike,
the horses at peace with
each other
before the drunken war
and I am under the grandstand
feeling for
cigarettes
settling for coffee,
then the horses walk by
taking their little men
away-
it is funereal and graceful
and glad
like the opening
of flowers."
The Shoelace,"a woman, a
tire that’s flat, a
disease, a
desire: fears in front of you,
fears that hold so still
you can study them
like pieces on a
chessboard…
it’s not the large things that
send a man to the
madhouse. death he’s ready for, or
murder, incest, robbery, fire, flood…
no, it’s the continuing series of small tragedies
that send a man to the
madhouse…
not the death of his love
but a shoelace that snaps
with no time left …
The dread of life
is that swarm of trivialities
that can kill quicker than cancer
and which are always there -
license plates or taxes
or expired driver’s license,
or hiring or firing,
doing it or having it done to you, or
roaches or flies or a
broken hook on a
screen, or out of gas
or too much gas,
the sink’s stopped-up, the landlord’s drunk,
the president doesn’t care and the governor’s
crazy.
light switch broken, mattress like a
porcupine;
$105 for a tune-up, carburetor and fuel pump at
sears roebuck;
and the phone bill’s up and the market’s
down
and the toilet chain is
broken,
and the light has burned out -
the hall light, the front light, the back light,
the inner light; it’s
darker than hell
and twice as
expensive.
then there’s always crabs and ingrown toenails
and people who insist they’re
your friends;
there’s always that and worse;
leaky faucet, christ and christmas;
blue salami, 9 day rains,
50 cent avocados
and purple
liverwurst.
or making it
as a waitress at norm’s on the split shift,
or as an emptier of
bedpans,
or as a carwash or a busboy
or a stealer of old lady’s purses
leaving them screaming on the sidewalks
with broken arms at the age of 80.
suddenly
2 red lights in your rear view mirror
and blood in your
underwear;
toothache, and $979 for a bridge
$300 for a gold
tooth,
and china and russia and america, and
long hair and short hair and no
hair, and beards and no
faces, and plenty of zigzag but no
pot, except maybe one to piss in
and the other one around your
gut.
with each broken shoelace
out of one hundred broken shoelaces,
one man, one woman, one
thing
enters a
madhouse.
so be careful
when you
bend over."
The House,"They are building a house
half a block down
and I sit up here
with the shades down
listening to the sounds,
the hammers pounding in nails,
thack thack thack thack,
and then I hear birds,
and thack thack thack,
and I go to bed,
I pull the covers to my throat;
they have been building this house
for a month, and soon it will have
its people...sleeping, eating,
loving, moving around,
but somehow
now
it is not right,
there seems a madness,
men walk on top with nails
in their mouths
and I read about Castro and Cuba,
and at night I walk by
and the ribs of the house show
and inside I can see cats walking
the way cats walk,
and then a boy rides by on a bicycle
and still the house is not done
and in the morning the men
will be back
walking around on the house
with their hammers,
and it seems people should not build houses
anymore,
it seems people should not get married
anymore,
it seems people should stop working
and sit in small rooms
on 2nd floors
under electric lights without shades;
it seems there is a lot to forget
and a lot not to do,
and in drugstores, markets, bars,
the people are tired, they do not want
to move, and I stand there at night
and look through this house and the
house does not want to be built;
through its sides I can see the purple hills
and the first lights of evening,
and it is cold
and I button my coat
and I stand there looking through the house
and the cats stop and look at me
until I am embarrased
and move North up the sidewalk
where I will buy
cigarettes and beer
and return to my room."
Crucifix In A Deathhand,"yes, they begin out in a willow, I think
the starch mountains begin out in the willow
and keep right on going without regard for
pumas and nectarines
somehow these mountains are like
an old woman with a bad memory and
a shopping basket.
we are in a basin. that is the
idea. down in the sand and the alleys,
this land punched-in, cuffed-out, divided,
held like a crucifix in a deathhand,
this land bought, resold, bought again and
sold again, the wars long over,
the Spaniards all the way back in Spain
down in the thimble again, and now
real estaters, subdividers, landlords, freeway
engineers arguing. this is their land and
I walk on it, live on it a little while
near Hollywood here I see young men in rooms
listening to glazed recordings
and I think too of old men sick of music
sick of everything, and death like suicide
I think is sometimes voluntary, and to get your
hold on the land here it is best to return to the
Grand Central Market, see the old Mexican women,
the poor . . . I am sure you have seen these same women
many years before
arguing
with the same young Japanese clerks
witty, knowledgeable and golden
among their soaring store of oranges, apples
avocados, tomatoes, cucumbers -
and you know how
these
look, they do look good
as if you could eat them all
light a cigar and smoke away the bad world.
then it's best to go back to the bars, the same bars
wooden, stale, merciless, green
with the young policeman walking through
scared and looking for trouble,
and the beer is still bad
it has an edge that already mixes with vomit and
decay, and you've got to be strong in the shadows
to ignore it, to ignore the poor and to ignore yourself
and the shopping bag between your legs
down there feeling good with its avocados and
oranges and fresh fish and wine bottles, who needs
a Fort Lauderdale winter?
25 years ago there used to be a whore there
with a film over one eye, who was too fat
and made little silver bells out of cigarette
tinfoil. the sun seemed warmer then
although this was probably not
true, and you take your shopping bag
outside and walk along the street
and the green beer hangs there
just above your stomach like
a short and shameful shawl, and
you look around and no longer
see any
old men."
Sleep,"she was a short one
getting fat and she had once been
beautiful and
she drank the wine
she drank the wine in bed and
talked and screamed and cursed at
me
and i told her"
Trashcan Lives,the wind blows hard tonight
On Going Back To The Street After Viewing An Art Show,"they talk down through
the centuries to us,
and this we need more and more,
the statues and paintings
in midnight age
as we go along
holding dead hands.
and we would say
rather than delude the knowing:
a damn good show,
but hardly enough for a horse to eat,
and out on the sunshine street where
eyes are dabbled in metazoan faces
i decide again
that in theses centuries
they have done very well
considering the nature of their
brothers:
it's more than good
that some of them,
(closer really to the field-mouse than
falcon)
have been bold enough to try.
Anonymous submission."
Layover,"Making love in the sun, in the morning sun
in a hotel room
above the alley
where poor men poke for bottles;
making love in the sun
making love by a carpet redder than our blood,
making love while the boys sell headlines
and Cadillacs,
making love by a photograph of Paris
and an open pack of Chesterfields,
making love while other men- poor folks-
work.
That moment- to this...
may be years in the way they measure,
but it's only one sentence back in my mind-
there are so many days
when living stops and pulls up and sits
and waits like a train on the rails.
I pass the hotel at 8
and at 5; there are cats in the alleys
and bottles and bums,
and I look up at the window and think,
I no longer know where you are,
and I walk on and wonder where
the living goes
when it stops."
Small Conversation In The Afternoon With John Fante,"he said, ""I was working in Hollywood when Faulkner was
working in Hollywood and he was
the worst: he was too drunk to stand up at the
end of the afternoon and so I had to help him
into a taxi
day after day after day.
""but when he left Hollywood, I stayed on, and while I
didn't drink like that maybe I should have, I might have
had the guts then to follow him and get the hell out of
there.""
I told him, ""you write as well as
Faulkner.:
""you mean that?"" he asked from the hospital
bed, smiling."
Short Order,"I took my girlfriend to your last poetry reading,
she said.
yes, yes? I asked.
she's young and pretty, she said.
and? I asked.
she hated your
guts."
The Great Slob,"I was always a natural slob
I liked to lay upon the bed
in undershirt (stained, of
course) (and with cigarette
holes)
shoes off
beerbottle in hand
trying to shake off a
difficult night, say with a
woman still around
walking the floor
complaining about this and
that,
and I'd work up a
belch and say, ""HEY, YOU DON'T
LIKE IT? THEN GET YOUR ASS
OUT OF HERE!""
I really loved myself, I
really loved my slob-
self, and
they seemed to also:
always leaving
but almost
always
coming
back."
Revolt In The Ranks,"I have just spent one-hour-and-a-half
handicapping tomorrow's
card.
when am I going to get at the poems?
well, they'll just have to wait
they'll have to warm their feet in the
anteroom
where they'll sit gossiping about
me.
""this Chinaski, doesn't he realize that
without us he would have long ago
gone mad, been dead?""
""he knows, but he thinks he can keep
us at his beck and call!""
""he's an ingrate!""
""let's give him writer's block!""
""yeah!""
""yeah!""
""yeah!""
the little poems kick up their heels
and laugh.
then the biggest one gets up and
walks toward the door.
""hey, where are you going?"" he is
asked.
""somewhere where I am
appreciated.""
then, he
and the others
vanish."
These Things,"these things that we support most well
have nothing to do with up,
and we do with them
out of boredom or fear or money
or cracked intelligence;
our circle and our candle of light
being small,
so small we cannot bear it,
we heave out with Idea
and lose the Center:
all wax without the wick,
and we see names that once meant
wisdom,
like signs into ghost towns,
and only the graves are real.
Anonymous submission."
True Story,"they found him walking along the freeway
all red in
front
he had taken a rusty tin can
and cut off his sexual
machinery
as if to say --
see what you've done to
me? you might as well have the
rest.
and he put part of him
in one pocket and
part of him in
another
and that's how they found him,
walking
along.
they gave him over to the
doctors
who tried to sew the parts
back
on
but the parts were
quite contented
the way they
were.
I think sometimes of all of the good
ass
turned over to the
monsters of the
world.
maybe it was his protest against
this or
his protest
against
everything.
a one man
Freedom March
that never squeezed in
between
the concert reviews and the
baseball
scores.
God, or somebody,
bless
him.
Submitted by .eve."
Love &Amp Fame &Amp Death,"it sits outside my window now
like and old woman going to market;
it sits and watches me,
it sweats nevously
through wire and fog and dog-bark
until suddenly
I slam the screen with a newspaper
like slapping at a fly
and you could hear the scream
over this plain city,
and then it left.
the way to end a poem
like this
is to become suddenly
quiet.
Submitted by .eve."
Hooray Say The Roses,"hooray say the roses, today is blamesday
and we are red as blood.
hooray say the roses, today is Wednesday
and we bloom wher soldiers fell
and lovers too,
and the snake at the word.
hooray say the roses, darkness comes
all at once, like lights gone out,
the sun leaves dark continents
and rows of stone.
hooray say the roses, cannons and spires,
birds, bees, bombers, today is Friday
the hand holding a medal out the window,
a moth going by, half a mile an hour,
hooray hooray
hooray say the roses
we have empires on our stems,
the sun moves the mouth:
hooray hooray hooray
and that is why you like us.
Submitted by .eve."
"Something For The Touts, The Nuns, The Grocery Clerks, And You . . .","we have everything and we have nothing
and some men do it in churches
and some men do it by tearing butterflies
in half
and some men do it in Palm Springs
laying it into butterblondes
with Cadillac souls
Cadillacs and butterflies
nothing and everything,
the face melting down to the last puff
in a cellar in Corpus Christi.
there's something for the touts, the nuns,
the grocery clerks and you . . .
something at 8 a.m., something in the library
something in the river,
everything and nothing.
in the slaughterhouse it comes running along
the ceiling on a hook, and you swing it --
one
two
three
and then you've got it, $200 worth of dead
meat, its bones against your bones
something and nothing.
it's always early enough to die and
it's always too late,
and the drill of blood in the basin white
it tells you nothing at all
and the gravediggers playing poker over
5 a.m. coffee, waiting for the grass
to dismiss the frost . . .
they tell you nothing at all.
we have everything and we have nothing --
days with glass edges and the impossible stink
of river moss -- worse than shit;
checkerboard days of moves and countermoves,
fagged interest, with as much sense in defeat as
in victory; slow days like mules
humping it slagged and sullen and sun-glazed
up a road where a madman sits waiting among
bluejays and wrens netted in and sucked a flakey
grey.
good days too of wine and shouting, fights
in alleys, fat legs of women striving around
your bowels buried in moans,
the signs in bullrings like diamonds hollering
Mother Capri, violets coming out of the ground
telling you to forget the dead armies and the loves
that robbed you.
days when children say funny and brilliant things
like savages trying to send you a message through
their bodies while their bodies are still
alive enough to transmit and feel and run up
and down without locks and paychecks and
ideals and possessions and beetle-like
opinions.
days when you can cry all day long in
a green room with the door locked, days
when you can laugh at the breadman
because his legs are too long, days
of looking at hedges . . .
and nothing, and nothing, the days of
the bosses, yellow men
with bad breath and big feet, men
who look like frogs, hyenas, men who walk
as if melody had never been invented, men
who think it is intelligent to hire and fire and
profit, men with expensive wives they possess
like 60 acres of ground to be drilled
or shown-off or to be walled away from
the incompetent, men who'd kill you
because they're crazy and justify it because
it's the law, men who stand in front of
windows 30 feet wide and see nothing,
men with luxury yachts who can sail around
the world and yet never get out of their vest
pockets, men like snails, men like eels, men
like slugs, and not as good . . .
and nothing, getting your last paycheck
at a harbor, at a factory, at a hospital, at an
aircraft plant, at a penny arcade, at a
barbershop, at a job you didn't want
anyway.
income tax, sickness, servility, broken
arms, broken heads -- all the stuffing
come out like an old pillow.
we have everything and we have nothing.
some do it well enough for a while and
then give way. fame gets them or disgust
or age or lack of proper diet or ink
across the eyes or children in college
or new cars or broken backs while skiing
in Switzerland or new politics or new wives
or just natural change and decay --
the man you knew yesterday hooking
for ten rounds or drinking for three days and
three nights by the Sawtooth mountains now
just something under a sheet or a cross
or a stone or under an easy delusion,
or packing a bible or a golf bag or a
briefcase: how they go, how they go! -- all
the ones you thought would never go.
days like this. like your day today.
maybe the rain on the window trying to
get through to you. what do you see today?
what is it? where are you? the best
days are sometimes the first, sometimes
the middle and even sometimes the last.
the vacant lots are not bad, churches in
Europe on postcards are not bad. people in
wax museums frozen into their best sterility
are not bad, horrible but not bad. the
cannon, think of the cannon, and toast for
breakfast the coffee hot enough you
know your tongue is still there, three
geraniums outside a window, trying to be
red and trying to be pink and trying to be
geraniums, no wonder sometimes the women
cry, no wonder the mules don't want
to go up the hill. are you in a hotel room
in Detroit looking for a cigarette? one more
good day. a little bit of it. and as
the nurses come out of the building after
their shift, having had enough, eight nurses
with different names and different places
to go -- walking across the lawn, some of them
want cocoa and a paper, some of them want a
hot bath, some of them want a man, some
of them are hardly thinking at all. enough
and not enough. arcs and pilgrims, oranges
gutters, ferns, antibodies, boxes of
tissue paper.
in the most decent sometimes sun
there is the softsmoke feeling from urns
and the canned sound of old battleplanes
and if you go inside and run your finger
along the window ledge you'll find
dirt, maybe even earth.
and if you look out the window
there will be the day, and as you
get older you'll keep looking
keep looking
sucking your tongue in a little
ah ah   no no   maybe
some do it naturally
some obscenely
everywhere.
Submitted by Dylan Skola"
The Worst And The Best,"in the hospitals and jails
it's the worst
in madhouses
it's the worst
in penthouses
it's the worst
in skid row flophouses
it's the worst
at poetry readings
at rock concerts
at benefits for the disabled
it's the worst
at funerals
at weddings
it's the worst
at parades
at skating rinks
at sexual orgies
it's the worst
at midnight
at 3 a.m.
at 5:45 p.m.
it's the worst"
Now,"I sit here on the 2nd floor
hunched over in yellow
pajamas
still pretending to be
a writer.
some damned gall,
at 71,
my brain cells eaten
away by
life.
rows of books
behind me,
I scratch my thinning
hair
and search for the
word."
Out Of The Arm Of One Love...,"out of the arm of one love
and into the arms of another
I have been saved from dying on the cross
by a lady who smokes pot
writes songs and stories
and is much kinder than the last,
much much kinder,
and the sex is just as good or better.
it isn't pleasant to be put on the cross and left there,
it is much more pleasant to forget a love which didn't
work
as all love
finally
doesn't work...
it is much more pleasant to make love
along the shore in Del Mar
in room 42, and afterwards
sitting up in bed
drinking good wine, talking and touching
smoking
listening to the waves...
I have died too many times
believing and waiting, waiting
in a room
staring at a cracked ceiling
wating for the phone, a letter, a knock, a sound...
going wild inside
while she danced with strangers in nightclubs...
out of the arms of one love
and into the arms of another
it's not pleasant to die on the cross,
it is much more pleasant to hear your name whispered in
the dark."
The German Hotel,"the German hotel was very strange and expensive and had
double doors to the rooms, very thick doors, and it over-
looked the park and the vasser tern and in the mornings
it was usually too late for breakfast and the maids
would be everywhere changing sheets and bringing in
towels, but you never saw any hotel guests, only the
maids and the desk man and the day desk man was all
right because we were sober during the day but we had
trouble with the night man who was some sort of snob
and not very good with getting the corkscrews and ice
and wine glasses up to us and he was always phoning to
say the other guests objected to our noise.
what other guests?
I always told him that everything was very quiet,
nothing was going on, that somebody must be crazy, so
will you please stop ringing?
but he kept ringing, he became almost like a
companion to us through the night.
but the day man was very nice, he always had little
messages of importance that either meant money, or a
good friend coming to see us, or both.
we stayed at the hotel twice during our trip to
Europe and each time we checked out the day clerk
bowed ever so slightly, he was tall and well-dressed
and pleasant and he said each time: ""it was nice to
have you with us. please come here again if you return.""
""thank you,"" we said, ""thank you.""
it's our favorite hotel and if I ever get rich I am
going to buy it and fire the night clerk and there will
be enough ice cubes and corkscrews for everybody."
Somebody,"god I got the sad blue blues,"
One Thirty-Six A.M.,"I laugh sometimes when I think about
say
Céline at a typewriter
or Dostoevsky...
or Hamsun...
ordinary men with feet, ears, eyes,
ordinary men with hair on their heads
sitting there typing words
while having difficulties with life
while being puzzled almost to madness.
Dostoevsky gets up
he leaves the machine to piss,
comes back
drinks a glass of milk and thinks about
the casino and
the roulette wheel.
Céline stops, gets up, walks to the
window, looks out, thinks, my last patient
died today, I won't have to make any more
visits there.
when I saw him last
he paid his doctor bill;
it's those who don't pay their bills,
they live on and on.
Céline walks back, sits down at the
machine
is still for a good two minutes
then begins to type.
Hamsun stands over his machine thinking,
I wonder if they are going to believe
all these things I write?
he sits down, begins to type.
he doesn't know what a writer's block
is:
he's a prolific son-of-a-bitch
damn near as magnificent as
the sun.
he types away.
and I laugh
not out loud
but all up and down these walls, these
dirty yellow and blue walls
my white cat asleep on the
table
hiding his eyes from the
light.
he's not alone tonight
and neither am
I."
Hemingway Never Did This,"I read that he lost a suitcase full of manuscripts on a
train and that they never were recovered.
I can't match the agony of this
but the other night I wrote a 3-page poem
upon this computer
and through my lack of diligence and
practice
and by playing around with commands
on the menu
I somehow managed to erase the poem
forever.
believe me, such a thing is difficult to do
even for a novice
but I somehow managed to do
it.
now I don't think this 3-pager was immortal
but there were some crazy wild lines,
now gone forever.
it bothers more than a touch, it's some-
thing like knocking over a good bottle of
wine.
and writing about it hardly makes a good
poem.
still, I thought somehow you'd like to
know?
if not, at least you've read this far
and there could be better work
down the line.
let's hope so, for your sake
and
mine."
This,"self-congratulatory nonsense as the
famous gather to applaud their seeming
greatness
you
wonder where
the real ones are
what
giant cave
hides them
as
the deathly talentless
bow to
accolades
as
the fools are
fooled
again
you
wonder where
the real ones are
if there are
real ones.
this
self-congratulatory nonsense
has lasted
decades
and
with some exceptions
centuries.
this
is so dreary
is so absolutely pitiless
it
churns the gut to
powder
shackles hope
it
makes little things
like
pulling up a shade
or
putting on your shoes
or
walking out on the street
more difficult
near
damnable
as
the famous gather to
applaud their
seeming
greatness
as
the fools are
fooled
again
humanity
you sick
mother*****."
Magical Mystery Tour,"I am in this low-slung sports car
painted a deep, rich yellow
driving under an Italian sun.
I have a British accent.
I'm wearing dark shades
an expensive silk shirt.
there's no dirt under my
fingernails.
the radio plays Vivaldi
and there are two women with
me
one with raven hair
the other a blonde.
they have small breasts and
beautiful legs
and they laugh at everything I
say.
as we drive up a steep road
the blonde squeezes my leg
and nestles closer
while raven hair
leans across and nibbles my
ear.
we stop for lunch at a quaint
rustic inn.
there is more laughter
before lunch
during lunch and after
lunch.
after lunch we will have a
flat tire on the other side of
the mountain
and the blonde will change the
tire
while
raven hair
photographs me
lighting my pipe
leaning against a tree
the perfect background
perfectly at peace
with
sunlight
flowers
clouds
birds
everywhere."
Rain Or Shine,"the vultures at the zoo
(all three of them)
sit very quietly in their
caged tree
and below
on the ground
are chunks of rotten meat.
the vultures are over-full.
our taxes have fed them
well.
we move on to the next
cage.
a man is in there
sitting on the ground
eating
his own shit.
i recognize him as
our former mailman.
his favorite expression
had been:
""have a beautiful day.""
that day i did."
The Blackbirds Are Rough Today,"lonely as a dry and used orchard
spread over the earth
for use and surrender.
shot down like an ex-pug selling
dailies on the corner.
taken by tears like
an aging chorus girl
who has gotten her last check.
a hanky is in order your lord your
worship.
the blackbirds are rough today
like
ingrown toenails
in an overnight
jail---
wine wine whine,
the blackbirds run around and
fly around
harping about
Spanish melodies and bones.
and everywhere is
nowhere---
the dream is as bad as
flapjacks and flat tires:
why do we go on
with our minds and
pockets full of
dust
like a bad boy just out of
school---
you tell
me,
you who were a hero in some
revolution
you who teach children
you who drink with calmness
you who own large homes
and walk in gardens
you who have killed a man and own a
beautiful wife
you tell me
why I am on fire like old dry
garbage.
we might surely have some interesting
correspondence.
it will keep the mailman busy.
and the butterflies and ants and bridges and
cemeteries
the rocket-makers and dogs and garage mechanics
will still go on a
while
until we run out of stamps
and/or
ideas.
don't be ashamed of
anything; I guess God meant it all
like
locks on
doors."
The Night I Was Going To Die,"the night I was going to die
I was sweating on the bed
and I could hear the crickets
and there was a cat fight outside
and I could feel my soul dropping down through the
mattress
and just before it hit the floor I jumped up
I was almost too weak to walk
but I walked around and turned on all the lights
and then I went back to bed
and dropped it down again and
I was up
turning on all the lights
I had a 7-year-old daughter
and I felt sure she wouldn't want me dead
otherwise it wouldn't have
mattered
but all that night
nobody phoned
nobody came by with a beer
my girlfriend didn't phone
all I could hear were the crickets and it was
hot
and I kept working at it
getting up and down
until the first of the sun came through the window
through the bushes
and then I got on the bed
and the soul stayed
inside at last and
I slept.
now people come by
beating on the doors and windows
the phone rings
the phone rings again and again
I get great letters in the mail
hate letters and love letters.
everything is the same again."
The Laughing Heart,"your life is your life
don't let it be clubbed into dank submission.
be on the watch.
there are ways out.
there is a light somewhere.
it may not be much light but
it beats the darkness.
be on the watch.
the gods will offer you chances.
know them.
take them.
you can't beat death but
you can beat death in life, sometimes.
and the more often you learn to do it,
the more light there will be.
your life is your life.
know it while you have it.
you are marvelous
the gods wait to delight
in you."
Mama,"here I am
in the ground
my mouth
open
and
I can't even say
mama,
and
the dogs run by and stop and piss
on my stone; I get it all
except the sun
and my suit is looking
bad
and yesterday
the last of my left
arm           gone
very little left, all harp-like
without music.
at least a drunk
in bed with a cigarette
might cause 5 fire
engines and
33 men.
I can't
do
any
thing.
but p.s. - Hector Richmond in the next
tomb thinks only of Mozart and candy
caterpillars.
he is
very bad
company."
The Meek Shall Inherit The Earth,"if I suffer at this
typewriter
think how I'd feel
among the lettuce-
pickers of Salinas?"
Marina,"majestic, majic
infinite
my little girl is
sun
on the carpet-
out the door
picking a flower, ha!
an old man,
battle-wrecked,
emerges from his
chair
and she looks at me
but only sees
love,
ha!, and I become
quick with the world
and love right back
just like I was meant
to do."
The Sun Wields Mercy,"and the sun wields mercy
but like a jet torch carried to high,
and the jets whip across its sight
and rockets leap like toads,
and the boys get out the maps
and pin-cushion the moon,
old green cheese,
no life there but too much on earth:
our unwashed India boys
crossing their legs,playing pipes,
starving with sucked in bellies,
watching the snakes volute
like beautiful women in the hungry air;
the rockets leap,
the rockets leap like hares,
clearing clump and dog
replacing out-dated bullets;
the Chinese still carve
in jade,quietly stuffing rice
into their hunger, a hunger
a thousand years old,
their muddy rivers moving with fire
and song, barges, houseboats
pushed by drifting poles
of waiting without wanting;
in Turkey they face the East
on their carpets
praying to a purple god
who smokes and laughs
and sticks fingers in their eyes
blinding them, as gods will do;
but the rockets are ready: peace is no longer,
for some reason,precious;
madness drifts like lily pads
on a pond circling senselessly;
the painters paint dipping
their reds and greens and yellows,
poets rhyme their loneliness,
musicians starve as always
and the novelists miss the mark,
but not the pelican , the gull;
pelicans dip and dive, rise,
shaking shocked half-dead
radioactive fish from their beaks;
indeed, indeed, the waters wash
the rocks with slime; and on wall st.
the market staggers like a lost drunk
looking for his key; ah,
this will be a good one,by God:
it will take us back to the
sabre-teeth, the winged monkey
scrabbling in pits over bits
of helmet, instrument and glass;
a lightning crashes across
the window and in a million rooms
lovers lie entwined and lost
and sick as peace;
the sky still breaks red and orange for the
painters-and for the lovers,
flowers open as they always have
opened but covered with thin dust
of rocket fuel and mushrooms,
poison mushrooms; it's a bad time,
a dog-sick time-curtain
act 3, standing room only,
SOLD OUT, SOLD OUT, SOLD OUT again,
by god,by somebody and something,
by rockets and generals and
leaders, by poets , doctors, comedians,
by manufacturers of soup
and biscuits, Janus-faced hucksters
of their own indexterity;
I can now see now the coal-slick
contaminated fields, a snail or 2,
bile, obsidian, a fish or 3
in the shallows, an obloquy of our
source and our sight.....
has this happened before? is history
a circle that catches itself by the tail,
a dream, a nightmare,
a general's dream, a presidents dream,
a dictators dream...
can't we awaken?
or are the forces of life greater than we are?
can't we awaken? must we forever,
dear friends, die in our sleep?
Anonymous submission."
The Shower,we like to shower afterwards
