Title,Content,Cleaned_Content
"Green Rock, Winthrop Bay","No lame excuses can gloss over
Barge-tar clotted at the tide-line, the wrecked pier.
I should have known better.
Fifteen years between me and the bay
Profited memory, but did away with the old scenery
And patched this shoddy
Makeshift of a view to quit
My promise of an idyll. The blue's worn out:
It's a ****rd estate,
Inimical now. The great green rock
We gave good use as ship and house is black
With tarry muck
And periwinkles, shrunk to common
Size. The cries of scavenging gulls sound thin
In the traffic of planes
From Logan Airport opposite.
Gulls circle gray under shadow of a steelier flight.
Loss cancels profit.
Unless you do this tawdry harbor
A service and ignore it, I go a liar
Gilding what's eyesore,
Or must take loophole and blame time
For the rock's dwarfed lump, for the drabbled scum,
For a churlish welcome.",no lame excuses can gloss over bargetar clotted at the tideline the wrecked pier i should have known better fifteen years between me and the bay profited memory but did away with the old scenery and patched this shoddy makeshift of a view to quit my promise of an idyll the blues worn out its a rd estate inimical now the great green rock we gave good use as ship and house is black with tarry muck and periwinkles shrunk to common size the cries of scavenging gulls sound thin in the traffic of planes from logan airport opposite gulls circle gray under shadow of a steelier flight loss cancels profit unless you do this tawdry harbor a service and ignore it i go a liar gilding whats eyesore or must take loophole and blame time for the rocks dwarfed lump for the drabbled scum for a churlish welcome
Frog Autumn,"Summer grows old, cold-blooded mother.
The insects are scant, skinny.
In these palustral homes we only
Croak and wither.
Mornings dissipate in somnolence.
The sun brightens tardily
Among the pithless reeds. Flies fail us.
he fen sickens.
Frost drops even the spider. Clearly
The genius of plenitude
Houses himself elsewhwere. Our folk thin
Lamentably.",summer grows old coldblooded mother the insects are scant skinny in these palustral homes we only croak and wither mornings dissipate in somnolence the sun brightens tardily among the pithless reeds flies fail us he fen sickens frost drops even the spider clearly the genius of plenitude houses himself elsewhwere our folk thin lamentably
Dark House,"This is a dark house, very big.
I made it myself,
Cell by cell from a quiet corner,
Chewing at the grey paper,
Oozing the glue drops,
Whistling, wiggling my ears,
Thinking of something else.
It has so many cellars,
Such eelish delvings!
U an round as an owl,
I see by my own light.
Any day I may litter puppies
Or mother a horse. My belly moves.
I must make more maps.
These marrowy tunnels!
Moley-handed, I eat my way.
All-mouth licks up the bushes
And the pots of meat.
He lives in an old well,
A stoney hole. He's to blame.
He's a fat sort.
Pebble smells, turnipy chambers.
Small nostrils are breathing.
Little humble loves!
Footlings, boneless as noses,
It is warm and tolerable
In the bowel of the root.
Here's a cuddly mother.",this is a dark house very big i made it myself cell by cell from a quiet corner chewing at the grey paper oozing the glue drops whistling wiggling my ears thinking of something else it has so many cellars such eelish delvings u an round as an owl i see by my own light any day i may litter puppies or mother a horse my belly moves i must make more maps these marrowy tunnels moleyhanded i eat my way allmouth licks up the bushes and the pots of meat he lives in an old well a stoney hole hes to blame hes a fat sort pebble smells turnipy chambers small nostrils are breathing little humble loves footlings boneless as noses it is warm and tolerable in the bowel of the root heres a cuddly mother
The Hermit At Outermost House,"Sky and sea, horizon-hinged
Tablets of blank blue, couldn't,
Clapped shut, flatten this man out.
The great gods, Stone-Head, Claw-Foot
Winded by much rock-bumping
And claw-threat, realized that.
For what, then, had they endured
Dourly the long hots and colds,
Those old despots, if he sat
Laugh-shaken on his doorsill,
Backbone unbendable as
Timbers of his upright hut?
Hard gods were there, nothing else.
Still he thumbed out something else.
Thumbed no stony, horny pot,
But a certain meaning green.
He withstood them, that hermit.
Rock-face, crab-claw verged on green.
Gulls mulled in the greenest light.",sky and sea horizonhinged tablets of blank blue couldnt clapped shut flatten this man out the great gods stonehead clawfoot winded by much rockbumping and clawthreat realized that for what then had they endured dourly the long hots and colds those old despots if he sat laughshaken on his doorsill backbone unbendable as timbers of his upright hut hard gods were there nothing else still he thumbed out something else thumbed no stony horny pot but a certain meaning green he withstood them that hermit rockface crabclaw verged on green gulls mulled in the greenest light
Child's Park Stones,"In sunless air, under pines
Green to the point of blackness, some
Founding father set these lobed, warped stones
To loom in the leaf-filtered gloom
Black as the charred knuckle-bones
Of a giant or extinct
Animal, come from another
Age, another planet surely. Flanked
By the orange and fuchsia bonfire
Of azaleas, sacrosanct
These stones guard a dark repose
And keep their shapes intact while sun
Alters shadows of rose and iris —-
Long, short, long —- in the lit garden
And kindles a day's-end blaze
Colored to dull the pigment
Of azaleas, yet burnt out
Quick as they. To follow the light's tint
And intensity by midnight
By noon and throughout the brunt
Of various weathers is
To know the still heart of the stones:
Stones that take the whole summer to lose
Their dream of the winter's cold; stones
Warming at core only as
Frost forms. No man's crowbar could
Uproot them: their beards are ever-
Green. Nor do they, once in a hundred
Years, go down to drink the river:
No thirst disturbs a stone's bed.",in sunless air under pines green to the point of blackness some founding father set these lobed warped stones to loom in the leaffiltered gloom black as the charred knucklebones of a giant or extinct animal come from another age another planet surely flanked by the orange and fuchsia bonfire of azaleas sacrosanct these stones guard a dark repose and keep their shapes intact while sun alters shadows of rose and iris long short long in the lit garden and kindles a daysend blaze colored to dull the pigment of azaleas yet burnt out quick as they to follow the lights tint and intensity by midnight by noon and throughout the brunt of various weathers is to know the still heart of the stones stones that take the whole summer to lose their dream of the winters cold stones warming at core only as frost forms no mans crowbar could uproot them their beards are ever green nor do they once in a hundred years go down to drink the river no thirst disturbs a stones bed
Who,"The month of flowering's finished. The fruit's in,
Eaten or rotten. I am all mouth.
October's the month for storage.
Thie shed's fusty as a mummy's stomach:
Old tools, handles and rusty tusks.
I am at home here among the dead heads.
Let me sit in a flowerpot,
The spiders won't notice.
My heart is a stopped geranium.
If only the wind would leave my lungs alone.
Dogsbody noses the petals. They bloom upside down.
They rattle like hydrangea bushes.
Mouldering heads console me,
Nailed to the rafters yesterday:
Inmates who don't hibernate.
Cabbageheads: wormy purple, silver-glaze,
A dressing of mule ears, mothy pelts, but green-hearted,
Their veins white as porkfat.
O the beauty of usage!
The orange pumpkins have no eyes.
These halls are full of women who think they are birds.
This is a dull school.
I am a root, a stone, an owl pellet,
Without dreams of any sort.
Mother, you are the one mouth
I would be a tongue to. Mother of otherness
Eat me. Wastebasket gaper, shadow of doorways.
I said: I must remember this, being small.
There were such enormous flowers,
Purple and red mouths, utterly lovely.
The hoops of blackberry stems made me cry.
Now they light me up like an electric bulb.
For weeks I can remember nothing at all.",the month of flowerings finished the fruits in eaten or rotten i am all mouth octobers the month for storage thie sheds fusty as a mummys stomach old tools handles and rusty tusks i am at home here among the dead heads let me sit in a flowerpot the spiders wont notice my heart is a stopped geranium if only the wind would leave my lungs alone dogsbody noses the petals they bloom upside down they rattle like hydrangea bushes mouldering heads console me nailed to the rafters yesterday inmates who dont hibernate cabbageheads wormy purple silverglaze a dressing of mule ears mothy pelts but greenhearted their veins white as porkfat o the beauty of usage the orange pumpkins have no eyes these halls are full of women who think they are birds this is a dull school i am a root a stone an owl pellet without dreams of any sort mother you are the one mouth i would be a tongue to mother of otherness eat me wastebasket gaper shadow of doorways i said i must remember this being small there were such enormous flowers purple and red mouths utterly lovely the hoops of blackberry stems made me cry now they light me up like an electric bulb for weeks i can remember nothing at all
The Tour,"O maiden aunt, you have come to call.
Do step into the hall!
With your bold
Gecko, the little flick!
All cogs, weird sparkle and every cog solid gold.
And I in slippers and housedress with no lipstick!
And you want to be shown about!
Yes, yes, this is my address.
Not a patch on your place, I guess, with the Javanese
Geese and the monkey trees.
It's a bit burnt-out,
A bit of a wild machine, a bit of a mess!
O I shouldn't put my finger in that
Auntie, it might bite!
That's my frost box, no cat,
Though it looks like a cat, with its fluffy stuff, pure white.
You should see the objects it makes!
Millions of needly glass cakes!
Fine for the migraine or the bellyache. And this
Is where I kept the furnace,
Each coal a hot cross-stitch—a lovely light!
It simply exploded one night,
It went up in smoke.
And that's why I have no hair, auntie, that's why I choke
Off and on, as if I just had to retch.
Coal gas is ghastly stuff.
Here's a spot I thought you'd love—
Morning Glory Pool!
The blue's a jewel.
It boils for forty hours at a stretch.
O I shouldn't dip my hankie in, it hurts!
Last summer, my God, last summer
It ate seven maids and a plumber
And returned them steamed and pressed and stiff as shirts.
I am bitter? I'm averse?
Here's your specs, dear, here's your purse.
Toddle on home to tea now in your flat hat.
It'll be lemon tea for me,
Lemon tea and earwig biscuits—creepy-creepy.
You'd not want that.
Toddle on home, before the weather's worse.
Toddle on home, and don't trip on the nurse!—
She may be bald, she may have no eyes,
But auntie, she's awfully nice.
She's pink, she's a born midwife—
She can bring the dead to life
With her wiggly fingers and for a very small fee.
Well I hope you've enjoyed it, auntie!
Toddle on home to tea!",o maiden aunt you have come to call do step into the hall with your bold gecko the little flick all cogs weird sparkle and every cog solid gold and i in slippers and housedress with no lipstick and you want to be shown about yes yes this is my address not a patch on your place i guess with the javanese geese and the monkey trees its a bit burntout a bit of a wild machine a bit of a mess o i shouldnt put my finger in that auntie it might bite thats my frost box no cat though it looks like a cat with its fluffy stuff pure white you should see the objects it makes millions of needly glass cakes fine for the migraine or the bellyache and this is where i kept the furnace each coal a hot crossstitcha lovely light it simply exploded one night it went up in smoke and thats why i have no hair auntie thats why i choke off and on as if i just had to retch coal gas is ghastly stuff heres a spot i thought youd love morning glory pool the blues a jewel it boils for forty hours at a stretch o i shouldnt dip my hankie in it hurts last summer my god last summer it ate seven maids and a plumber and returned them steamed and pressed and stiff as shirts i am bitter im averse heres your specs dear heres your purse toddle on home to tea now in your flat hat itll be lemon tea for me lemon tea and earwig biscuitscreepycreepy youd not want that toddle on home before the weathers worse toddle on home and dont trip on the nurse she may be bald she may have no eyes but auntie shes awfully nice shes pink shes a born midwife she can bring the dead to life with her wiggly fingers and for a very small fee well i hope youve enjoyed it auntie toddle on home to tea
The Lady And The Earthenware Head,"Fired in sanguine clay, the model head
Fit nowhere: brickdust-complected, eye under a dense lid,
On the long bookshelf it stood
Stolidly propping thick volumes of prose: spite-set
Ape of her look. Best rid
Hearthstone at once of the outrageous head;
Still, she felt loath to junk it.
No place, it seemed, for the effigy to fare
Free from all molesting. Rough boys,
Spying a pate to spare
Glowering sullen and pompous from an ash-heap,
Might well seize this prize,
Maltreat the hostage head in shocking wise,
And waken the sly nerve up
That knits to each original its coarse copy. A dark tarn
She thought of then, thick-silted, with weeds obscured,
To serve her exacting turn:
But out of the watery aspic, laureled by fins,
The simulacrum leered,
Lewdly beckoning, and her courage wavered:
She blenched, as one who drowns,
And resolved more ceremoniously to lodge
The mimic head—in a crotched willow, green-
Vaulted by foliage:
Let bell-tongued birds descant in blackest feather
On the rendering, grain by grain,
Of that uncouth shape to simple sod again
Through drear and dulcet weather.
Yet, shrined on her shelf, the grisly visage endured,
Despite her wrung hands, her tears, her praying: Vanish!
Steadfast and evil-starred,
It ogled through rock-fault, wind-flaw and fisted wave—
An antique hag-head, too tough for knife to finish,
Refusing to diminish
By one jot its basilisk-look of love.",fired in sanguine clay the model head fit nowhere brickdustcomplected eye under a dense lid on the long bookshelf it stood stolidly propping thick volumes of prose spiteset ape of her look best rid hearthstone at once of the outrageous head still she felt loath to junk it no place it seemed for the effigy to fare free from all molesting rough boys spying a pate to spare glowering sullen and pompous from an ashheap might well seize this prize maltreat the hostage head in shocking wise and waken the sly nerve up that knits to each original its coarse copy a dark tarn she thought of then thicksilted with weeds obscured to serve her exacting turn but out of the watery aspic laureled by fins the simulacrum leered lewdly beckoning and her courage wavered she blenched as one who drowns and resolved more ceremoniously to lodge the mimic headin a crotched willow green vaulted by foliage let belltongued birds descant in blackest feather on the rendering grain by grain of that uncouth shape to simple sod again through drear and dulcet weather yet shrined on her shelf the grisly visage endured despite her wrung hands her tears her praying vanish steadfast and evilstarred it ogled through rockfault windflaw and fisted wave an antique haghead too tough for knife to finish refusing to diminish by one jot its basilisklook of love
Crystal Gazer,"Gerd sits spindle-shaped in her dark tent,
Lean face gone tawn with seasons ,
Skin worn down to the knucklebones
At her tough trade; without time's taint
The burnished ball hangs fire in her hands, a lens
Fusing time's three horizons.
Two enter to tap her sight, a green pair
Fresh leaved out in vows: 'Come tell
How we shall do together,
Well or ill.' Gerd slants a look at each: most dear,
Each to the other; fit fiber for stern weather.
Slowly she spins the ball:
'I see two stalwart apple trees
Coupled by branches intertwined
And, springing all about,
Staunch saplings; to this house, thriving days
Will bring crop's increase, and harvest fruit
Follow on kind wind.'
'No hardship then?' he asks. 'We'll take
Whatever trial's to come, so say true.'
His bride echoes his word. At that,
Gerd whirls the ball ablaze: 'Rough storm,' she grunts, ' may wreak
Some havoc on tender limb, and yet
Strengthen that orchard thereby.'
Their small price paid, these wedded ones
Walk forth into sun-moneyed air, quickened
To savor their span of flourishing.
Aloof, squatting mummy-wise, Gerd scans
That clairvoyant quartz which once, at her own wishing,
Exacted her first simple sight for this strict second.
Then, a free-gadding hoyden, Gerd had craved
To govern more sight than given to a woman
By wits alone: to foresee her lover's faith
And their future lot, she braved
Church curse to ken that crooked oath
Whereby one hires a demon.
A flash like doomcrack rent night's black:
God's work stood anchored in that glare
Focusing all time's day-suns in one
So beggar Gerd might aim her look
At gorgon-prospects with power to strike to stone
Hearts of those who pierced time's core.
What Gerd saw then engraved her mind —-
Plague-pitted as the moon: each bud
Shriveling to cinders at its source,
Each love blazing blind to its gutted end —-
And, fixed in the crystal center, grinning fierce:
Earth's ever-green death's head.",gerd sits spindleshaped in her dark tent lean face gone tawn with seasons skin worn down to the knucklebones at her tough trade without times taint the burnished ball hangs fire in her hands a lens fusing times three horizons two enter to tap her sight a green pair fresh leaved out in vows come tell how we shall do together well or ill gerd slants a look at each most dear each to the other fit fiber for stern weather slowly she spins the ball i see two stalwart apple trees coupled by branches intertwined and springing all about staunch saplings to this house thriving days will bring crops increase and harvest fruit follow on kind wind no hardship then he asks well take whatever trials to come so say true his bride echoes his word at that gerd whirls the ball ablaze rough storm she grunts may wreak some havoc on tender limb and yet strengthen that orchard thereby their small price paid these wedded ones walk forth into sunmoneyed air quickened to savor their span of flourishing aloof squatting mummywise gerd scans that clairvoyant quartz which once at her own wishing exacted her first simple sight for this strict second then a freegadding hoyden gerd had craved to govern more sight than given to a woman by wits alone to foresee her lovers faith and their future lot she braved church curse to ken that crooked oath whereby one hires a demon a flash like doomcrack rent nights black gods work stood anchored in that glare focusing all times daysuns in one so beggar gerd might aim her look at gorgonprospects with power to strike to stone hearts of those who pierced times core what gerd saw then engraved her mind plaguepitted as the moon each bud shriveling to cinders at its source each love blazing blind to its gutted end and fixed in the crystal center grinning fierce earths evergreen deaths head
Maudlin,"Mud-mattressed under the sign of the hag
In a clench of blood, the sleep-talking virgin
Gibbets with her curse the moon's man,
****-bearing Jack in his crackless egg :
Hatched with a claret hogshead to swig
He kings it, navel-knit to no groan,
But at the price of a pin-stitched skin
Fish-tailed girls purchase each white leg.",mudmattressed under the sign of the hag in a clench of blood the sleeptalking virgin gibbets with her curse the moons man bearing jack in his crackless egg hatched with a claret hogshead to swig he kings it navelknit to no groan but at the price of a pinstitched skin fishtailed girls purchase each white leg
Departure,"The figs on the fig tree in the yard are green;
Green, also, the grapes on the green vine
Shading the brickred porch tiles.
The money's run out.
How nature, sensing this, compounds her bitters.
Ungifted, ungrieved, our leavetaking.
The sun shines on unripe corn.
Cats play in the stalks.
Retrospect shall not often such penury-
Sun's brass, the moon's steely patinas,
The leaden slag of the world-
But always expose
The scraggy rock spit shielding the town's blue bay
Against which the brunt of outer sea
Beats, is brutal endlessly.
Gull-fouled, a stone hut
Bares its low lintel to corroding weathers:
Across the jut of ochreous rock
Goats shamble, morose, rank-haired,
To lick the sea-salt.",the figs on the fig tree in the yard are green green also the grapes on the green vine shading the brickred porch tiles the moneys run out how nature sensing this compounds her bitters ungifted ungrieved our leavetaking the sun shines on unripe corn cats play in the stalks retrospect shall not often such penury suns brass the moons steely patinas the leaden slag of the world but always expose the scraggy rock spit shielding the towns blue bay against which the brunt of outer sea beats is brutal endlessly gullfouled a stone hut bares its low lintel to corroding weathers across the jut of ochreous rock goats shamble morose rankhaired to lick the seasalt
Stars Over The Dordogne,"Stars are dropping thick as stones into the twiggy
Picket of trees whose silhouette is darker
Than the dark of the sky because it is quite starless.
The woods are a well. The stars drop silently.
They seem large, yet they drop, and no gap is visible.
Nor do they send up fires where they fall
Or any signal of distress or anxiousness.
They are eaten immediately by the pines.
Where I am at home, only the sparsest stars
Arrive at twilight, and then after some effort.
And they are wan, dulled by much travelling.
The smaller and more timid never arrive at all
But stay, sitting far out, in their own dust.
They are orphans. I cannot see them. They are lost.
But tonight they have discovered this river with no trouble,
They are scrubbed and self-assured as the great planets.
The Big Dipper is my only familiar.
I miss Orion and Cassiopeia's Chair. Maybe they are
Hanging shyly under the studded horizon
Like a child's too-simple mathematical problem.
Infinite number seems to be the issue up there.
Or else they are present, and their disguise so bright
I am overlooking them by looking too hard.
Perhaps it is the season that is not right.
And what if the sky here is no different,
And it is my eyes that have been sharpening themselves?
Such a luxury of stars would embarrass me.
The few I am used to are plain and durable;
I think they would not wish for this dressy backcloth
Or much company, or the mildness of the south.
They are too puritan and solitary for that—
When one of them falls it leaves a space,
A sense of absence in its old shining place.
And where I lie now, back to my own dark star,
I see those constellations in my head,
Unwarmed by the sweet air of this peach orchard.
There is too much ease here; these stars treat me too well.
On this hill, with its view of lit castles, each swung bell
Is accounting for its cow. I shut my eyes
And drink the small night chill like news of home.",stars are dropping thick as stones into the twiggy picket of trees whose silhouette is darker than the dark of the sky because it is quite starless the woods are a well the stars drop silently they seem large yet they drop and no gap is visible nor do they send up fires where they fall or any signal of distress or anxiousness they are eaten immediately by the pines where i am at home only the sparsest stars arrive at twilight and then after some effort and they are wan dulled by much travelling the smaller and more timid never arrive at all but stay sitting far out in their own dust they are orphans i cannot see them they are lost but tonight they have discovered this river with no trouble they are scrubbed and selfassured as the great planets the big dipper is my only familiar i miss orion and cassiopeias chair maybe they are hanging shyly under the studded horizon like a childs toosimple mathematical problem infinite number seems to be the issue up there or else they are present and their disguise so bright i am overlooking them by looking too hard perhaps it is the season that is not right and what if the sky here is no different and it is my eyes that have been sharpening themselves such a luxury of stars would embarrass me the few i am used to are plain and durable i think they would not wish for this dressy backcloth or much company or the mildness of the south they are too puritan and solitary for that when one of them falls it leaves a space a sense of absence in its old shining place and where i lie now back to my own dark star i see those constellations in my head unwarmed by the sweet air of this peach orchard there is too much ease here these stars treat me too well on this hill with its view of lit castles each swung bell is accounting for its cow i shut my eyes and drink the small night chill like news of home
Fable Of The Rhododendron Stealers,"I walked the unwalked garden of rose-beds
In the public park; at home felt the want
Of a single rose present to imagine
The garden's remainder in full paint.
The stone lion-head set in the wall
Let drop its spittle of sluggish green
Into the stone basin. I snipped
An orange bud, pocketed it. When
It had opened its orange in my vase,
Retrogressed to blowze, I next chose red;
Argued my conscience clear which robbed
The park of less red than withering did.
Musk satisfied my nose, red my eye,
The petals' nap my fingertips:
I considered the poetry I rescued
From blind air, from complete eclipse.
Yet today, a yellow bud in my hand,
I stalled at sudden noisy crashes
From the laurel thicket. No one approached.
A spasm took the rhododendron bushes:
Three girls, engrossed, were wrenching full clusters
Of cerise and pink from the rhododendron,
Mountaining them on spread newspaper.
They brassily picked, slowed by no chagrin,
And wouldn't pause for my straight look.
But gave me pause, my rose a charge,
Whether nicety stood confounded by love,
Or petty thievery by large.",i walked the unwalked garden of rosebeds in the public park at home felt the want of a single rose present to imagine the gardens remainder in full paint the stone lionhead set in the wall let drop its spittle of sluggish green into the stone basin i snipped an orange bud pocketed it when it had opened its orange in my vase retrogressed to blowze i next chose red argued my conscience clear which robbed the park of less red than withering did musk satisfied my nose red my eye the petals nap my fingertips i considered the poetry i rescued from blind air from complete eclipse yet today a yellow bud in my hand i stalled at sudden noisy crashes from the laurel thicket no one approached a spasm took the rhododendron bushes three girls engrossed were wrenching full clusters of cerise and pink from the rhododendron mountaining them on spread newspaper they brassily picked slowed by no chagrin and wouldnt pause for my straight look but gave me pause my rose a charge whether nicety stood confounded by love or petty thievery by large
The Death Of Myth-Making,"Two virtues ride, by stallion, by nag,
To grind our knives and scissors:
Lantern-jawed Reason, squat Common Sense,
One courting doctors of all sorts,
One, housewives and shopkeepers.
The trees are lopped, the poodles trim,
The laborer's nails pared level
Since those two civil servants set
Their whetstone to the blunted edge
And minced the muddling devil
Whose owl-eyes in the scraggly wood
Scared mothers to miscarry,
Drove the dogs to cringe and whine
And turned the farmboy's temper wolfish,
The housewife's, desultory.",two virtues ride by stallion by nag to grind our knives and scissors lanternjawed reason squat common sense one courting doctors of all sorts one housewives and shopkeepers the trees are lopped the poodles trim the laborers nails pared level since those two civil servants set their whetstone to the blunted edge and minced the muddling devil whose owleyes in the scraggly wood scared mothers to miscarry drove the dogs to cringe and whine and turned the farmboys temper wolfish the housewifes desultory
Heavy Woman,"Irrefutable, beautifully smug
As Venus, pedestalled on a half-shell
Shawled in blond hair and the salt
Scrim of a sea breeze, the women
Settle in their belling dresses.
Over each weighty stomach a face
Floats calm as a moon or a cloud.
Smiling to themselves, they meditate
Devoutly as the Dutch bulb
Forming its twenty petals.
The dark still nurses its secret.
On the green hill, under the thorn trees,
They listen for the millennium,
The knock of the small, new heart.
Pink-buttoned infants attend them.
Looping wool, doing nothing in particular,
They step among the archetypes.
Dusk hoods them in Mary-blue
While far off, the axle of winter
Grinds round, bearing down the straw,
The star, the wise grey men.",irrefutable beautifully smug as venus pedestalled on a halfshell shawled in blond hair and the salt scrim of a sea breeze the women settle in their belling dresses over each weighty stomach a face floats calm as a moon or a cloud smiling to themselves they meditate devoutly as the dutch bulb forming its twenty petals the dark still nurses its secret on the green hill under the thorn trees they listen for the millennium the knock of the small new heart pinkbuttoned infants attend them looping wool doing nothing in particular they step among the archetypes dusk hoods them in maryblue while far off the axle of winter grinds round bearing down the straw the star the wise grey men
"Words Heard, By Accident, Over The Phone","O mud, mud, how fluid! —-
Thick as foreign coffee, and with a sluggy pulse.
Speak, speak! Who is it?
It is the bowel-pulse, lover of digestibles.
It is he who has achieved these syllables.
What are these words, these words?
They are plopping like mud.
O god, how shall I ever clean the phone table?
They are pressing out of the many-holed earpiece, they are looking for a
listener.
Is he here?
Now the room is ahiss. The instrument
Withdraws its tentacle.
But the spawn percolate in my heart. They are fertile.
Muck funnel, muck funnel —
You are too big. They must take you back!",o mud mud how fluid thick as foreign coffee and with a sluggy pulse speak speak who is it it is the bowelpulse lover of digestibles it is he who has achieved these syllables what are these words these words they are plopping like mud o god how shall i ever clean the phone table they are pressing out of the manyholed earpiece they are looking for a listener is he here now the room is ahiss the instrument withdraws its tentacle but the spawn percolate in my heart they are fertile muck funnel muck funnel you are too big they must take you back
Alicante Lullaby,"In Alicante they bowl the barrels
Bumblingly over the nubs of the cobbles
Past the yellow-paella eateries,
Below the ramshackle back-alley balconies,
While the cocks and hens
In the roofgardens
Scuttle repose with crowns and cackles.
Kumquat-colored trolleys ding as they trundle
Passengers under an indigo fizzle
Needling spumily down from the wires:
Alongside the sibliant narhor the lovers
Hear loudspeakers boom
From each neon-lit palm
Rumbas and sambas no ear-flaps can muffle.
O Cacophony, goddess of jazz and of quarrels,
Crack-throated mistress of bagpipes and cymbals,
Let be your con brios, your capricciosos,
Crescendos, cadenzas, prestos and pretissimos,
My head on the pillow
(Piano, pianissimo)
Lullayed by susurrous lyres and viols.",in alicante they bowl the barrels bumblingly over the nubs of the cobbles past the yellowpaella eateries below the ramshackle backalley balconies while the cocks and hens in the roofgardens scuttle repose with crowns and cackles kumquatcolored trolleys ding as they trundle passengers under an indigo fizzle needling spumily down from the wires alongside the sibliant narhor the lovers hear loudspeakers boom from each neonlit palm rumbas and sambas no earflaps can muffle o cacophony goddess of jazz and of quarrels crackthroated mistress of bagpipes and cymbals let be your con brios your capricciosos crescendos cadenzas prestos and pretissimos my head on the pillow piano pianissimo lullayed by susurrous lyres and viols
Gold Mouths Cry,"Gold mouths cry with the green young
certainty of the bronze boy
remembering a thousand autumns
and how a hundred thousand leaves
came sliding down his shoulder blades
persuaded by his bronze heroic reason.
We ignore the coming doom of gold
and we are glad in this bright metal season.
Even the dead laugh among the goldenrod.
The bronze boy stands kneedeep in centuries,
and never grieves,
remembering a thousand autumns,
with sunlight of a thousand years upon his lips
and his eyes gone blind with leaves.",gold mouths cry with the green young certainty of the bronze boy remembering a thousand autumns and how a hundred thousand leaves came sliding down his shoulder blades persuaded by his bronze heroic reason we ignore the coming doom of gold and we are glad in this bright metal season even the dead laugh among the goldenrod the bronze boy stands kneedeep in centuries and never grieves remembering a thousand autumns with sunlight of a thousand years upon his lips and his eyes gone blind with leaves
Finisterre,"This was the land's end: the last fingers, knuckled and rheumatic,
Cramped on nothing. Black
Admonitory cliffs, and the sea exploding
With no bottom, or anything on the other side of it,
Whitened by the faces of the drowned.
Now it is only gloomy, a dump of rocks —-
Leftover soldiers from old, messy wars.
The sea cannons into their ear, but they don't budge.
Other rocks hide their grudges under the water.
The cliffs are edged with trefoils, stars and bells
Such as fingers might embroider, close to death,
Almost too small for the mists to bother with.
The mists are part of the ancient paraphernalia —-
Souls, rolled in the doom-noise of the sea.
They bruise the rocks out of existence, then resurrect them.
They go up without hope, like sighs.
I walk among them, and they stuff my mouth with cotton.
When they free me, I am beaded with tears.
Our Lady of the Shipwrecked is striding toward the horizon,
Her marble skirts blown back in two pink wings.
A marble sailor kneels at her foot distractedly, and at his foot
A peasant woman in black
Is praying to the monument of the sailor praying.
Our Lady of the Shipwrecked is three times life size,
Her lips sweet with divinity.
She does not hear what the sailor or the peasant is saying —-
She is in love with the beautiful formlessness of the sea.
Gull-colored laces flap in the sea drafts
Beside the postcard stalls.
The peasants anchor them with conches. One is told:
'These are the pretty trinkets the sea hides,
Little shells made up into necklaces and toy ladies.
They do not come from the Bay of the Dead down there,
But from another place, tropical and blue,
We have never been to.
These are our crêpes. Eat them before they blow cold.'",this was the lands end the last fingers knuckled and rheumatic cramped on nothing black admonitory cliffs and the sea exploding with no bottom or anything on the other side of it whitened by the faces of the drowned now it is only gloomy a dump of rocks leftover soldiers from old messy wars the sea cannons into their ear but they dont budge other rocks hide their grudges under the water the cliffs are edged with trefoils stars and bells such as fingers might embroider close to death almost too small for the mists to bother with the mists are part of the ancient paraphernalia souls rolled in the doomnoise of the sea they bruise the rocks out of existence then resurrect them they go up without hope like sighs i walk among them and they stuff my mouth with cotton when they free me i am beaded with tears our lady of the shipwrecked is striding toward the horizon her marble skirts blown back in two pink wings a marble sailor kneels at her foot distractedly and at his foot a peasant woman in black is praying to the monument of the sailor praying our lady of the shipwrecked is three times life size her lips sweet with divinity she does not hear what the sailor or the peasant is saying she is in love with the beautiful formlessness of the sea gullcolored laces flap in the sea drafts beside the postcard stalls the peasants anchor them with conches one is told these are the pretty trinkets the sea hides little shells made up into necklaces and toy ladies they do not come from the bay of the dead down there but from another place tropical and blue we have never been to these are our crpes eat them before they blow cold
Thalidomide,"O half moon—-
Half-brain, luminosity—-
Negro, masked like a white,
Your dark
Amputations crawl and appall—-
Spidery, unsafe.
What glove
What leatheriness
Has protected
Me from that shadow—-
The indelible buds.
Knuckles at shoulder-blades, the
Faces that
Shove into being, dragging
The lopped
Blood-caul of absences.
All night I carpenter
A space for the thing I am given,
A love
Of two wet eyes and a screech.
White spit
Of indifference!
The dark fruits revolve and fall.
The glass cracks across,
The image
Flees and aborts like dropped mercury.",o half moon halfbrain luminosity negro masked like a white your dark amputations crawl and appall spidery unsafe what glove what leatheriness has protected me from that shadow the indelible buds knuckles at shoulderblades the faces that shove into being dragging the lopped bloodcaul of absences all night i carpenter a space for the thing i am given a love of two wet eyes and a screech white spit of indifference the dark fruits revolve and fall the glass cracks across the image flees and aborts like dropped mercury
